base_model,compression_type,compression_method,quantization_bits,compression_ratio,pruning_structure,active_parameters,age_acc_ambiguous,age_s_ambiguous,age_acc_disambiguated,age_s_disambiguated,disability_status_acc_ambiguous,disability_status_s_ambiguous,disability_status_acc_disambiguated,disability_status_s_disambiguated,gender_identity_acc_ambiguous,gender_identity_s_ambiguous,gender_identity_acc_disambiguated,gender_identity_s_disambiguated,nationality_acc_ambiguous,nationality_s_ambiguous,nationality_acc_disambiguated,nationality_s_disambiguated,physical_appearance_acc_ambiguous,physical_appearance_s_ambiguous,physical_appearance_acc_disambiguated,physical_appearance_s_disambiguated,race_ethnicity_acc_ambiguous,race_ethnicity_s_ambiguous,race_ethnicity_acc_disambiguated,race_ethnicity_s_disambiguated,race_x_gender_acc_ambiguous,race_x_gender_s_ambiguous,race_x_gender_acc_disambiguated,race_x_gender_s_disambiguated,religion_acc_ambiguous,religion_s_ambiguous,religion_acc_disambiguated,religion_s_disambiguated,ses_acc_ambiguous,ses_s_ambiguous,ses_acc_disambiguated,ses_s_disambiguated,sexual_orientation_acc_ambiguous,sexual_orientation_s_ambiguous,sexual_orientation_acc_disambiguated,sexual_orientation_s_disambiguated,avg_acc_ambiguous,avg_s_ambiguous,avg_acc_disambiguated,avg_s_disambiguated
llama2_7b,quantization,awq,4,0,unstructured,6.27563858,0.199735236,0.3373744759,0.8050710431,0.1296440357,0.07186524859,0.06851304632,0.665685069,-0.01920882857,0.1332677323,0.1432590743,0.6901421421,0.0497823189,0.2869387724,0.2899424455,0.752912282,0.1352308173,0.2206308508,0.3110770039,0.646363571,0.2173447322,0.1442723943,0.1442717283,0.8632682683,0.05183530454,0.041332708,0.04233237567,0.8839405506,0.001000334334,0.1227915871,0.1250231089,0.8150402248,0.04111064578,0.1571941134,0.1576936142,0.7103955847,0.04788651958,0.2054698254,0.2070274578,0.7020461293,0.1176271881,0.1583498468,0.1826514331,0.7534864865,0.07722530677
llama2_7b,quantization,bitsandbytes,8,0,unstructured,6.27563858,0.2094062577,0.3163714368,0.7754166822,0.1583695526,0.08004395994,0.09471864963,0.6773386605,-0.008749328751,0.1759214119,0.1872434232,0.6674718051,0.08367722334,0.3396802394,0.3426839124,0.7379232637,0.1848591783,0.2163710465,0.337361374,0.6638020765,0.2286425718,0.1545990676,0.1545984016,0.8492686019,0.05919511931,0.040669374,0.04166904167,0.9249415916,0.001000334334,0.1384253112,0.140656833,0.8122343887,0.04597061439,0.1678636175,0.1683631184,0.7242552698,0.0581142237,0.2194450482,0.2210026806,0.7347966302,0.1199021369,0.1742425334,0.2004668871,0.756744897,0.0930981626
llama2_7b,pruning,gblm,none,0.1,unstructured,5.648074722,0.2084072487,0.3173630958,0.7804123585,0.1533567034,0.08090418357,0.08699776188,0.6691432192,-0.0166671261,0.1635950716,0.1735850816,0.6721391391,0.07530868319,0.3400165797,0.3430202527,0.7482542694,0.1748863671,0.2206195057,0.3348135951,0.6616925579,0.2279888972,0.1519353979,0.1519347319,0.8569372706,0.05550613695,0.04233704234,0.04333671,0.9176035843,0.001000334334,0.1434495032,0.145681025,0.8077544823,0.044745747,0.1730332895,0.1735327904,0.7090785927,0.06256498672,0.2334601174,0.2350177498,0.7262223392,0.1188592792,0.175775794,0.2005282794,0.7549237813,0.0897550009
llama2_7b,pruning,gblm,none,0.2,unstructured,5.020510864,0.1760408322,0.2850153674,0.7917413761,0.1287090551,0.06842328128,0.088227134,0.6674189036,-0.01272365955,0.1259460539,0.1319413919,0.6641287955,0.04615555194,0.2912741091,0.2942777821,0.7505703026,0.1517272919,0.2091463968,0.3301302414,0.6616680603,0.2269343965,0.1212810523,0.1212803863,0.8485935936,0.04440725378,0.03300569967,0.03400536734,0.9065932399,0.001000334334,0.1227925208,0.1250240425,0.8144847164,0.04045134953,0.1571969495,0.1576964504,0.7120760952,0.05652739007,0.2046475404,0.2062051728,0.7371221096,0.1025572188,0.1509754436,0.1773803336,0.7554397193,0.07857461824
llama2_7b,pruning,gblm,none,0.3,unstructured,4.392947006,0.197714534,0.3327024652,0.7760753748,0.1796206842,0.06799262664,0.07234025581,0.6807984733,0.01672500946,0.1299427239,0.1492560773,0.6811458125,0.06107620168,0.2939387637,0.2969424368,0.7702110165,0.1564971585,0.2087179853,0.3509117116,0.6493593596,0.2737068904,0.1352793873,0.1352787213,0.8319159159,0.04762641585,0.03033703034,0.031336698,0.9172812506,0.001334670005,0.126697217,0.1289287388,0.8100010375,0.03977476791,0.1450257694,0.1455252702,0.6974024116,0.05904597585,0.2124175904,0.2139752228,0.725443523,0.1234090671,0.1548063628,0.1857197598,0.7539634175,0.0958816841
llama2_7b,pruning,gblm,none,0.4,unstructured,3.765383148,0.1720311372,0.281679677,0.7674053634,0.16593975,0.06541474708,0.09811184027,0.6794930735,0.05521919145,0.101953713,0.1332517483,0.7188351685,0.02758802322,0.2428810079,0.2458846809,0.7708780155,0.1330366876,0.1993707267,0.338189024,0.6561620807,0.2624847037,0.1096257076,0.1096250416,0.8372495829,0.04161149495,0.02134402134,0.02234368901,0.912285579,0.001000334334,0.1138589641,0.1160904859,0.8010289638,0.0427529316,0.1188667574,0.1193662582,0.6993949131,0.04811265652,0.168061291,0.1696189234,0.6817420619,0.1068782867,0.1313408073,0.1634161369,0.7524474802,0.088462406
llama2_7b,pruning,gblm,none,0.5,unstructured,3.13781929,0.1536597097,0.2639849342,0.7683840447,0.1465849924,0.06195670325,0.103227171,0.6548944494,0.06614921968,0.1086173826,0.1432480852,0.7091564898,0.06166121451,0.2302016713,0.2332053443,0.7225889267,0.12193482,0.2023501586,0.2978594551,0.6361545899,0.2817694126,0.1476113886,0.1476107226,0.7385241909,0.07103325807,0.025003025,0.02600269267,0.8115848116,0.003354839376,0.09990308286,0.1021346046,0.7494468494,0.05113178439,0.130208103,0.1307076039,0.6615558777,0.05106973802,0.1221473593,0.1237049917,0.7238749214,0.0628413225,0.1281658584,0.1571685605,0.7176165152,0.09175306016
llama2_7b,pruning,gblm,none,0.6,unstructured,2.510255432,0.1790271072,0.262716277,0.5974417851,0.1075664593,0.07918874614,0.1239188991,0.5863218915,0.07585091801,0.1162720613,0.1329220779,0.5820700701,0.06020081568,0.2111709298,0.2141746028,0.5624176542,0.1163817597,0.1997975175,0.2655416677,0.5437587647,0.2622664214,0.1552737263,0.1552730603,0.6147674341,0.07594268605,0.030337697,0.03133736467,0.6145482812,0.004027578874,0.09320478274,0.09543630453,0.6586396175,0.05716840987,0.155027099,0.1555265999,0.5529971387,0.08532657096,0.1034521481,0.1050097805,0.5725651939,0.05668747378,0.1322751815,0.1541856634,0.5885527831,0.09014190937
llama2_7b,pruning,gblm,none,0.5,semistructured:24,3.13781929,0.2076915209,0.2206985459,0.4781615388,0.1064179372,0.08176883131,0.1239161249,0.5168578656,0.07916689023,0.1919120879,0.1952420912,0.5357020354,0.06463284846,0.2648653049,0.2678689779,0.4868165421,0.1678107,0.2180830719,0.2448055779,0.483281725,0.2312293516,0.1699430569,0.1699423909,0.5240437104,0.1025343729,0.02967302967,0.03067269734,0.5445282112,0.004357847737,0.1250221752,0.127253697,0.576250837,0.06092679949,0.1525434344,0.1530429352,0.4972807579,0.0788954705,0.1806056654,0.1821632978,0.4673226274,0.1488437914,0.1622108178,0.1715606336,0.5110245851,0.104481601
llama2_7b,pruning,gblm,none,0.5,semistructured:48,3.13781929,0.1957519441,0.2814091019,0.6534697951,0.1117946344,0.109750284,0.1631003783,0.5673336324,0.09996737362,0.1629107559,0.1782261072,0.6227687688,0.08377891836,0.2375423426,0.2405460156,0.6077097154,0.151699497,0.262696756,0.3309789608,0.547176457,0.2820436508,0.1782667333,0.1782660673,0.6417967968,0.09631595101,0.03467336801,0.03567303567,0.6835620169,0.003012392627,0.1590645535,0.1612960753,0.6704231861,0.0773167729,0.1707172876,0.1712167884,0.5738574837,0.1033870182,0.164203434,0.1657610664,0.5780863791,0.117376172,0.1675577459,0.1906473597,0.6146184231,0.1126692381
llama2_7b,quantization,gptq,4,0,unstructured,6.27563858,0.2361140116,0.3677632414,0.7780916665,0.1614390961,0.09381296204,0.1084920715,0.6717188199,0.007344402956,0.1585830836,0.1705697636,0.7104948282,0.03544345662,0.3203181866,0.3233218596,0.729591933,0.1615663036,0.232947817,0.3573070906,0.6340173073,0.2628277663,0.1795904096,0.1795897436,0.8539339339,0.05917389962,0.04534137867,0.04634104634,0.9359506026,0.001334000667,0.1546052447,0.1568367665,0.8038281979,0.04489359216,0.1778554584,0.1783549592,0.6953989174,0.05265479658,0.3004310657,0.3019886981,0.6973622629,0.1398002663,0.1899599618,0.219056524,0.751038847,0.09264775809
llama2_7b,pruning,magnitude,none,0.1,unstructured,5.648074722,0.2110792614,0.3487145053,0.7687550045,0.1659987082,0.08133428681,0.08568415592,0.6743178851,-0.02555483057,0.1592627373,0.1632587413,0.6537954621,0.06779960714,0.3356705577,0.3386742307,0.7219458904,0.1885329413,0.2231721469,0.3577549508,0.6518924151,0.2379805738,0.1469403929,0.1469397269,0.8452659326,0.05762468141,0.04233970901,0.04333937667,0.8965932299,0.001000334334,0.1406549656,0.1428864874,0.8088730442,0.0471328343,0.1755342895,0.1760337904,0.6947404169,0.07377578953,0.222542201,0.2240998334,0.7191435216,0.1178356873,0.1738530548,0.2027385799,0.7435322802,0.09321263268
llama2_7b,pruning,magnitude,none,0.2,unstructured,5.020510864,0.2003758826,0.3160210885,0.7637433322,0.1544718419,0.08390827222,0.1054192355,0.669580594,0.004812488087,0.1092883783,0.1072890443,0.6674674675,0.03897643286,0.3199648138,0.3229684869,0.7092905405,0.203567651,0.223590834,0.3760016078,0.6301924099,0.2686748313,0.1359363969,0.1359357309,0.8042355689,0.05513469483,0.04467871135,0.04567837901,0.8695908696,0.004361884726,0.13562984,0.1378613618,0.8077535391,0.0539145503,0.1538686145,0.1543681154,0.6820677379,0.07972105325,0.2069513874,0.2085090198,0.7347637225,0.1074450869,0.1614193131,0.191005207,0.7338685782,0.09710805152
llama2_7b,pruning,magnitude,none,0.3,unstructured,4.392947006,0.2557293521,0.3380625086,0.6704265343,0.2880575468,0.1092802265,0.1093001586,0.6497583904,0.0405231963,0.08863170163,0.08862970363,0.6414484484,0.02413246966,0.3116258022,0.3146294752,0.6276674742,0.2831894895,0.2329202647,0.4082416003,0.58167566,0.3786302786,0.1769020979,0.1769014319,0.7405281949,0.07321878062,0.06234106234,0.06334073001,0.8169268169,0.01908241278,0.1601775134,0.1624090351,0.7113487819,0.1003526836,0.1563639469,0.1568634477,0.635543868,0.1022468081,0.2100304282,0.2115880606,0.7036257002,0.1457277055,0.1764002396,0.2029966152,0.6778949869,0.1455161371
llama2_7b,pruning,magnitude,none,0.4,unstructured,3.765383148,0.2387283612,0.3123947989,0.5987866929,0.3320796235,0.1135824175,0.1041400011,0.6036026269,0.03138147292,0.08862004662,0.09261671662,0.5930727394,0.04359207725,0.3209497734,0.3239534464,0.5710640324,0.3130053605,0.2550064181,0.419302505,0.5607753665,0.4378492245,0.2092144522,0.2092137862,0.6194300968,0.1411012561,0.06932540266,0.07032507033,0.5758609092,0.0403728352,0.2087322529,0.2109637747,0.5913910345,0.162250552,0.1738341297,0.1743336305,0.5620046335,0.15461848,0.2053140622,0.2068716946,0.5943135448,0.1460132265,0.1883307316,0.2124115424,0.5870301677,0.1802264109
llama2_7b,pruning,magnitude,none,0.5,unstructured,3.13781929,0.3420608296,0.4057686355,0.3761919784,0.6687782973,0.2250126603,0.2043320161,0.451778078,0.2097685853,0.1189247419,0.1269167499,0.5040046713,0.0991271082,0.3559948445,0.3589985176,0.4075577583,0.4409850352,0.3195528529,0.3742879617,0.4173215701,0.5640192848,0.2658737929,0.2658731269,0.4513329997,0.2548261316,0.106305773,0.1073054406,0.4831608165,0.08229921122,0.2282576016,0.2304891234,0.4955512171,0.2159041979,0.1906789912,0.191178492,0.468134056,0.2749406956,0.2644135333,0.2659711657,0.4975831103,0.2639876941,0.2417075621,0.2531121229,0.4552616256,0.3074636241
llama2_7b,pruning,magnitude,none,0.6,unstructured,2.510255432,0.4594860003,0.5098731149,0.2729015063,0.9949692135,0.3298776474,0.3471097032,0.3520832872,0.4040304217,0.4384019314,0.4390666001,0.3102285619,0.6445103563,0.4818151298,0.4848188028,0.3043744931,0.6654568222,0.5615869918,0.577290732,0.2810483028,0.8833513353,0.6578967699,0.6578961039,0.2374924925,1.238653417,0.6042302709,0.6052299386,0.2244405578,1.346740762,0.3459792459,0.3482107677,0.346407115,0.4447798384,0.4792130925,0.4797125934,0.2993844057,1.679270464,0.3211041078,0.3226617402,0.3471472657,0.4451780979,0.4679591188,0.4771870097,0.2975507988,0.8746940728
llama2_7b,pruning,magnitude,none,0.5,semistructured:24,3.13781929,0.1183464525,0.1186767808,0.4915098472,0.1098054648,0.09553065229,0.08692847171,0.4732754352,0.0547484019,0.1948831169,0.1848884449,0.4556419753,0.1319780969,0.1594789078,0.1624825808,0.4335600747,0.1437870191,0.2571679243,0.272018083,0.4117486303,0.2952551123,0.2088877789,0.2088871129,0.4439796463,0.155871812,0.02699036032,0.02799002799,0.4938368272,0.02089193743,0.07980258035,0.08203410213,0.4988729499,0.06265809342,0.1423756049,0.1428751057,0.4682842321,0.1171050142,0.1283126856,0.129870318,0.4508321998,0.120025001,0.1411776064,0.1416651028,0.4621541818,0.1212125953
llama2_7b,pruning,magnitude,none,0.5,semistructured:48,3.13781929,0.133741192,0.1727369111,0.5188431945,0.08618542916,0.09295835113,0.07922478475,0.4909705903,0.07985843295,0.1785794206,0.1845747586,0.480333667,0.1300160436,0.06239110721,0.06539478022,0.5181495271,0.06713774463,0.2273136383,0.2701375023,0.4491913603,0.3088280581,0.2089333999,0.2089327339,0.470677344,0.1636793179,0.01632901633,0.017328684,0.5108391775,0.007436354407,0.1227934545,0.1250249762,0.5330909468,0.09749878727,0.06733137566,0.0678308765,0.5161139341,0.04942643083,0.08705353909,0.08861117148,0.4999963436,0.06451929548,0.1197424495,0.1279797179,0.4988206085,0.1054585894
llama2_7b,pruning,sparsegpt,none,0.1,unstructured,5.648074722,0.1870545313,0.2940177284,0.7904150278,0.1369443749,0.07315502406,0.08267950299,0.6656940178,-0.004832256332,0.1422703963,0.1449330669,0.6717977978,0.05595494947,0.320322868,0.323326541,0.761908621,0.1508132432,0.2180717268,0.3186863055,0.6587098348,0.2080897397,0.1292800533,0.1292793873,0.8565979313,0.04848083513,0.03600670267,0.03700637034,0.9122675789,0.001000334334,0.1339594666,0.1361909884,0.8105593753,0.03981465098,0.1652001197,0.1656996205,0.7097435914,0.05702991997,0.2279975368,0.2295551692,0.7285441622,0.1085554233,0.1633318425,0.1861374681,0.7566237938,0.08018512146
llama2_7b,pruning,sparsegpt,none,0.2,unstructured,5.020510864,0.1733708216,0.2850140414,0.7807486868,0.139576769,0.06712907742,0.07407729667,0.6678596125,-0.01625552296,0.1192793873,0.1172807193,0.6634567901,0.03289592727,0.2916057728,0.2946094458,0.7545669746,0.1357379842,0.2184936554,0.3055514137,0.65102411,0.1879698338,0.1206170496,0.1206163836,0.8369119119,0.0373902617,0.03100769767,0.03200736534,0.8972545639,0.001000334334,0.1267009518,0.1289324736,0.8077573117,0.03798317174,0.1560292809,0.1565287817,0.6915564082,0.05307201221,0.2287835978,0.2303412302,0.7246317991,0.1065031481,0.1533017292,0.1744959151,0.7475768169,0.07158739194
llama2_7b,pruning,sparsegpt,none,0.3,unstructured,4.392947006,0.1683574615,0.2933453887,0.7784120148,0.134013861,0.05938103359,0.08953405447,0.6751886871,0.004331158039,0.1056133866,0.1222620713,0.6764698031,0.04079193053,0.279249391,0.282253064,0.7745430099,0.1384253695,0.2082992981,0.3267580539,0.6582846647,0.2254286664,0.1252810523,0.1252803863,0.8489149149,0.03384878801,0.02867002867,0.02966969634,0.9179385846,0.001000334334,0.1216748925,0.1239064143,0.8156013921,0.04336557053,0.1346927697,0.1351922705,0.6922240772,0.04852123049,0.2162935594,0.2178511918,0.7355937285,0.1096237045,0.1447512873,0.1746052592,0.7573170877,0.07793506132
llama2_7b,pruning,sparsegpt,none,0.4,unstructured,3.765383148,0.1543604305,0.294658333,0.7697340434,0.193264701,0.05895091748,0.09424862651,0.6864065838,0.01136464524,0.1146093906,0.1265907426,0.7018254922,0.03473007027,0.2622236766,0.2652273496,0.7955283718,0.1119816446,0.196821327,0.3484141751,0.6684920127,0.2460055183,0.1592680653,0.1592673993,0.7975658992,0.05806906383,0.02633902634,0.02733869401,0.8882708883,0.001000334334,0.1110672276,0.1132987494,0.8139094021,0.02943847593,0.1398697757,0.1403692765,0.6720497229,0.05500024051,0.2023074694,0.2038651018,0.7230997616,0.08540348101,0.1425817306,0.1773278448,0.7516882178,0.0826258175
llama2_7b,pruning,sparsegpt,none,0.5,unstructured,3.13781929,0.1563374234,0.3413888209,0.7733863624,0.1760551993,0.07057881158,0.1041317172,0.6790540316,0.03625894693,0.09862037962,0.1079450549,0.7241688355,0.03181103652,0.2365366536,0.2395403266,0.7595659676,0.1114040029,0.2074295093,0.3479484869,0.6118741671,0.301424299,0.1945720946,0.1945714286,0.7301895229,0.08737530659,0.03899437233,0.03999403999,0.8435841769,0.01097594568,0.1255739866,0.1278055084,0.7830744419,0.04640822169,0.1437071184,0.1442066192,0.6858990616,0.06001748143,0.1758566978,0.1774143302,0.7324309303,0.08977468366,0.1448207047,0.1824946333,0.7323227498,0.09515051238
llama2_7b,pruning,sparsegpt,none,0.6,unstructured,2.510255432,0.103994006,0.2110345993,0.7354166022,0.1068407685,0.04775811499,0.1501360561,0.6574823244,0.05682736541,0.1226043956,0.1319244089,0.6874788121,0.02929346544,0.2134708603,0.2164745333,0.6626461556,0.1014460083,0.2065953764,0.314824119,0.5777854356,0.2898703922,0.1712644023,0.1712637363,0.6724858192,0.07116631456,0.01799335133,0.01899301899,0.7772177772,0.002005355419,0.06750960301,0.0697411248,0.7656886324,0.02252296828,0.1483659312,0.148865432,0.6553740405,0.0541846437,0.1011084547,0.1026660871,0.6793873313,0.05477124183,0.1200664496,0.1535923116,0.687096293,0.07889285237
llama2_7b,pruning,sparsegpt,none,0.5,semistructured:24,3.13781929,0.1620478373,0.2063836177,0.6497791224,0.1090770754,0.06540864731,0.09038706695,0.6143238976,0.06390788752,0.1126240426,0.1239467199,0.5827400734,0.05112229901,0.2235102664,0.2265139395,0.6479981369,0.1222266111,0.2116876929,0.2952987103,0.5633361859,0.3038301436,0.1686083916,0.1686077256,0.6548121455,0.0797166348,0.02932469599,0.03032436366,0.6505389839,0.01302732596,0.06695685787,0.06918837965,0.7326118326,0.01653418924,0.1433922836,0.1438917844,0.560852465,0.09332932543,0.1501774976,0.15173513,0.5842803446,0.1096112345,0.1333738213,0.1506277438,0.6241273188,0.09623827266
llama2_7b,pruning,sparsegpt,none,0.5,semistructured:48,3.13781929,0.1560124732,0.2557170251,0.7273886062,0.1713599994,0.08047684165,0.1398118255,0.6544771964,0.05004628896,0.1072773893,0.1146020646,0.6804694695,0.03055488525,0.2392046589,0.2422083319,0.7302599131,0.08995617085,0.2172116623,0.3195074726,0.5841956501,0.2812645831,0.1752570763,0.1752564103,0.7241735068,0.06447070272,0.02401135734,0.02501102501,0.7385864053,0.001000334334,0.1116041,0.1138356218,0.76176895,0.03536261341,0.1343839429,0.1348834437,0.63720885,0.07168534399,0.1400854887,0.1416431211,0.6326620157,0.07970864752,0.138552499,0.1662476342,0.6871190563,0.08754095695
llama2_7b,pruning,wanda,none,0.1,unstructured,5.648074722,0.190721202,0.2970157144,0.7857420295,0.1471758241,0.07143458966,0.0766734927,0.6682796686,-0.01356141955,0.1422693973,0.1462667333,0.6794708041,0.05592940903,0.3159811843,0.3189848573,0.7579072916,0.1495366824,0.2184952761,0.3241892055,0.6557287448,0.2212704026,0.1369400599,0.1369393939,0.8609315983,0.04523205139,0.038002038,0.03900170567,0.9142689143,0.001000334334,0.1333983182,0.13562984,0.8116798234,0.04100654017,0.1660336199,0.1665331207,0.7037420849,0.05715774366,0.2225566906,0.224114323,0.7269865298,0.1155134456,0.1635832376,0.1865348386,0.7564737489,0.08202610137
llama2_7b,pruning,wanda,none,0.2,unstructured,5.020510864,0.1756978179,0.3019956964,0.7847400354,0.1464084813,0.06583763916,0.08994035296,0.6674239395,-0.01230883072,0.1132797203,0.1159430569,0.6651281281,0.03896717469,0.2732480657,0.2762517387,0.7545653063,0.1392175523,0.2108438356,0.3267353638,0.6493315956,0.2186508731,0.1166180486,0.1166173826,0.8335805806,0.04010956095,0.03133803134,0.032337699,0.9009249009,0.001000334334,0.1205600653,0.1227915871,0.8139216629,0.03916212899,0.1523616135,0.1528611144,0.6967342487,0.05704457362,0.2069803666,0.208537999,0.7379228643,0.103817955,0.1466765204,0.1744011991,0.7504273262,0.07720698035
llama2_7b,pruning,wanda,none,0.3,unstructured,4.392947006,0.1880545213,0.3223637578,0.7764087141,0.1856986153,0.06670341116,0.05732524079,0.6829584967,-0.0007956225235,0.1256087246,0.1449227439,0.6911494828,0.05179545077,0.27858172,0.281585393,0.7632200002,0.1558008557,0.209990254,0.3360761395,0.6523306506,0.2525338542,0.1289490509,0.1289483849,0.8242369036,0.04114279005,0.03233436567,0.03333403333,0.9136115803,0.001668336339,0.1205563305,0.1227878523,0.8038319705,0.03911221059,0.1441921047,0.1446916055,0.6820620649,0.0597027989,0.207733826,0.2092914584,0.7231070744,0.1192891294,0.1502704309,0.178132661,0.7512916938,0.09059484187
llama2_7b,pruning,wanda,none,0.4,unstructured,3.765383148,0.1623714615,0.2960247034,0.7750670491,0.1632817427,0.06498630664,0.08223386177,0.6820720126,0.04892502225,0.1026170496,0.1205937396,0.7128241575,0.02366826938,0.2225159535,0.2255196265,0.7765413509,0.1208854762,0.1925680056,0.3313733371,0.6582928306,0.2391017507,0.1096257076,0.1096250416,0.8279075742,0.03536200399,0.02234302234,0.02334269001,0.9052819053,0.001668335002,0.1004623638,0.1026938856,0.8088654991,0.03478605706,0.1173665929,0.1178660937,0.6892204036,0.04907256495,0.1571614866,0.158719119,0.7121743963,0.1013658587,0.125201795,0.1567992098,0.7548247179,0.08181170809
llama2_7b,pruning,wanda,none,0.5,unstructured,3.13781929,0.137998036,0.2756513019,0.7767263831,0.1451085022,0.05937437813,0.1212778506,0.6605036785,0.05377146689,0.1156113886,0.1429147519,0.6954758091,0.06340257374,0.2165096205,0.2195132935,0.7259199337,0.1163652242,0.1942719273,0.2965515304,0.6263609797,0.2694419454,0.1562710623,0.1562703963,0.7441958625,0.07440248907,0.025336692,0.02633635967,0.8372578373,0.001334670005,0.09208435339,0.09431587518,0.7757943581,0.04345826864,0.119367762,0.1198672629,0.6618835454,0.04412814512,0.1244910527,0.1260486851,0.7270011554,0.06978220954,0.1241316273,0.1578747307,0.7231119543,0.08811954949
llama2_7b,pruning,wanda,none,0.6,unstructured,2.510255432,0.1643551045,0.2673963278,0.6327468606,0.1684734786,0.08392991856,0.1440818935,0.5949474475,0.09168455019,0.1172717283,0.1332570763,0.5837337337,0.08775685823,0.2161625721,0.2191662451,0.5600863209,0.1360583515,0.1972448763,0.2808332037,0.5369462446,0.2798421693,0.1925944056,0.1925937396,0.6147704371,0.0926876736,0.03033636367,0.03133603134,0.6065322732,0.002003342694,0.07980164666,0.08203316844,0.6782512332,0.04259002656,0.1528439268,0.1533434277,0.555658807,0.0787614139,0.1415851626,0.143142795,0.5562027408,0.08129774953,0.1376125705,0.1647183908,0.5919876099,0.1061155614
llama2_7b,pruning,wanda,none,0.5,semistructured:24,3.13781929,0.1647031579,0.2037302831,0.5681346936,0.1081865829,0.08522914083,0.1351239268,0.5556744654,0.1040376178,0.1332757243,0.1426003996,0.549047047,0.05248776162,0.2308442698,0.2338479428,0.5470946392,0.1352101258,0.1968261892,0.2532328052,0.5377835193,0.2662134552,0.1479497169,0.1479490509,0.5580617284,0.07042693186,0.030667364,0.03166703167,0.5771989105,0.004359860462,0.07757946178,0.07981098357,0.6681596544,0.03307123485,0.1358796019,0.1363791027,0.5328229475,0.07129618794,0.1673839021,0.1689415344,0.4930930338,0.1555673569,0.1370338529,0.1533283061,0.5587070639,0.1000857115
llama2_7b,pruning,wanda,none,0.5,semistructured:48,3.13781929,0.2030752354,0.3534418961,0.6831015407,0.2050881385,0.09940883119,0.1364169936,0.6160616451,0.06856131128,0.1589227439,0.1795694306,0.6090930931,0.07458473089,0.2238449518,0.2268486248,0.6712975348,0.1282491584,0.2197659242,0.300809714,0.6025106265,0.2820288515,0.2132630703,0.2132624043,0.6441274608,0.1109486717,0.024999025,0.02599869267,0.6765196765,0.001668336339,0.1138486935,0.1160802153,0.7270209094,0.05036142979,0.1558807884,0.1563802892,0.6193656802,0.0741258711,0.1478627835,0.1494204159,0.621776871,0.1044551601,0.1560872047,0.1858228676,0.6470875038,0.110007166
tulu2_7b,quantization,awq,4,0,unstructured,6.27563858,0.08633577445,0.2333203637,0.676420818,0.1306245924,0.02363380206,0.04170167381,0.5910407582,0.04158923861,0.3414628705,0.3547768898,0.5153590257,0.3937477493,0.1034572221,0.1064608951,0.7635633003,0.04567451178,0.1062325502,0.2271904632,0.6488345658,0.1394839301,0.1509057609,0.1509050949,0.7375008342,0.07999469883,0.05799939133,0.058999059,0.7282400616,0.03708096365,0.1361564418,0.1383879636,0.7253515548,0.07938140308,0.09195838163,0.09245788246,0.6261718637,0.0763001792,0.1236325436,0.125190176,0.6216927735,0.07422626521,0.1221774739,0.1529390462,0.6634175556,0.1098103532
tulu2_7b,quantization,gptq,4,0,unstructured,6.27563858,0.09201313116,0.2183296857,0.6677664711,0.1309698392,0.02148879991,0.02837162744,0.5832687244,0.03934434945,0.4243996004,0.4350516151,0.4436516517,0.5612062258,0.09277553238,0.09577920539,0.7382505931,0.03272249869,0.09688853305,0.2102063506,0.6475508898,0.1501770826,0.1482440892,0.1482434232,0.6914688021,0.07343627624,0.04865738199,0.04965704966,0.7079037079,0.03162392207,0.1171847719,0.1194162937,0.672094427,0.07501278139,0.09445588412,0.09495538496,0.6081520108,0.07485288149,0.1205353909,0.1220930233,0.5920685066,0.06447016775,0.1256643115,0.1522103659,0.6352175784,0.1233816025
tulu2_13b,none,none,none,0,unstructured,12.12196827,0.1267001909,0.3603708649,0.7757526509,0.1112466914,0.0713775119,0.124708704,0.6868098738,0.0222599626,0.2045840826,0.2665254745,0.8229145812,0.1197518898,0.2873392397,0.2903429127,0.8658247282,0.09083761937,0.128339773,0.3673977215,0.751815547,0.0956025373,0.3348081918,0.3348075258,0.8489139139,0.1307343536,0.090671424,0.09167109167,0.8826318826,0.03092525688,0.2868429849,0.2890745067,0.8290741212,0.09921447507,0.1292809128,0.1297804136,0.8307498602,0.04479832386,0.4029232775,0.4044809099,0.7972299007,0.09570384587,0.2062867589,0.2659160125,0.809171706,0.08410749557
tulu2_13b,quantization,awq,4,0,unstructured,12.12196827,0.1320178392,0.3636704912,0.8004106821,0.1138447206,0.06836840484,0.130307313,0.6924230158,0.02778274871,0.2205747586,0.2805208125,0.8002405739,0.1335668551,0.2873368987,0.2903405717,0.8648190745,0.08357127528,0.110506941,0.3716380771,0.7730740504,0.1152947403,0.3234825175,0.3234818515,0.8592485819,0.1407208447,0.09567576234,0.09667543001,0.843618177,0.03654497816,0.2667620899,0.2689936117,0.8514896868,0.08510591071,0.1272774173,0.1277769181,0.8534307128,0.04150067087,0.3834854742,0.3850431066,0.8299913709,0.09484790146,0.2015488104,0.2638448183,0.8168745926,0.0872780646
