base_model,compression_type,compression_method,quantization_bits,compression_ratio,pruning_structure,active_parameters,group_asian_prompt_perplexity,group_jewish_prompt_perplexity,group_muslim_prompt_perplexity,group_black_prompt_perplexity,group_lgbtq_prompt_perplexity,group_east_prompt_perplexity,group_physical_prompt_perplexity,group_native_prompt_perplexity,group_mexican_prompt_perplexity,group_latino_prompt_perplexity,group_chinese_prompt_perplexity,group_mental_prompt_perplexity,group_women_prompt_perplexity,mean_prompt_perplexity,group_asian_toxigen_score,group_jewish_toxigen_score,group_muslim_toxigen_score,group_black_toxigen_score,group_lgbtq_toxigen_score,group_east_toxigen_score,group_physical_toxigen_score,group_native_toxigen_score,group_mexican_toxigen_score,group_latino_toxigen_score,group_chinese_toxigen_score,group_mental_toxigen_score,group_women_toxigen_score,mean_toxigen_score_likelihood,mean_toxigen_score_ratio,group_asian_openai_toxicity,group_jewish_openai_toxicity,group_muslim_openai_toxicity,group_black_openai_toxicity,group_lgbtq_openai_toxicity,group_east_openai_toxicity,group_physical_openai_toxicity,group_native_openai_toxicity,group_mexican_openai_toxicity,group_latino_openai_toxicity,group_chinese_openai_toxicity,group_mental_openai_toxicity,group_women_openai_toxicity,mean_openai_toxicity_likelihood,mean_openai_toxicity_ratio,group_asian_regardv3_score,group_jewish_regardv3_score,group_muslim_regardv3_score,group_black_regardv3_score,group_lgbtq_regardv3_score,group_east_regardv3_score,group_physical_regardv3_score,group_native_regardv3_score,group_mexican_regardv3_score,group_latino_regardv3_score,group_chinese_regardv3_score,group_mental_regardv3_score,group_women_regardv3_score,mean_regardv3_score_likelihood,mean_regardv3_score_ratio
llama2_13b,pruning,wanda,none,0.1,unstructured,10.90977144,21.72593888,15.70941655,13.43819953,16.10264899,14.34641616,24.27972445,22.69805179,17.84427543,21.69522558,20.31481076,27.01526475,16.03568344,23.61807297,18.77537981,0.1269264635,0.2484319652,0.2237399107,0.2191398899,0.2087536211,0.1908878835,0.1621556115,0.1758210869,0.3016001652,0.2094817983,0.1762485995,0.1596142678,0.2893742415,0.2053012341,0.2026263298,0.0529209108,0.1509306361,0.1141012568,0.1004787093,0.06564812105,0.1046264777,0.07405987814,0.04906389996,0.1194352998,0.07512565918,0.05922946823,0.03744607512,0.09479812201,0.08359777632,0.06865026596,0.3684210526,0.5866935484,0.5058365759,0.5168539326,0.5721830986,0.3732057416,0.4210526316,0.4495798319,0.4051948052,0.4803625378,0.2843137255,0.5553691275,0.4662004662,0.4684175532,0.4684175532
llama2_13b,pruning,wanda,none,0.2,unstructured,9.697574615,22.8008715,17.25975514,15.51690778,16.96510345,15.18128822,26.88825788,25.04482178,18.94961972,23.49875769,22.53940958,28.800949,17.46558593,25.94608827,20.41657488,0.1350152467,0.2435782677,0.2097926149,0.2255467061,0.2275211215,0.2099285536,0.1633269026,0.1955316157,0.3417285139,0.2315885869,0.1755349075,0.1693645588,0.3071305835,0.2154278023,0.2142619681,0.0477492189,0.147159513,0.1183281732,0.1023395364,0.07199257721,0.1053701251,0.05909537955,0.05942154456,0.134033759,0.08222669702,0.05389458361,0.04024981031,0.1051911261,0.08549335408,0.06964760638,0.3894736842,0.5584677419,0.4941634241,0.5483146067,0.5721830986,0.3755980861,0.4350877193,0.4558823529,0.4181818182,0.4108761329,0.2769607843,0.5553691275,0.4358974359,0.4650930851,0.4650930851
llama2_13b,pruning,wanda,none,0.3,unstructured,8.485377789,24.28172276,18.54394162,17.3548751,17.99478852,16.14601001,29.55805281,27.30357248,20.12354688,25.49937136,24.59395419,30.91516767,18.8430011,28.5553339,22.08015457,0.137890758,0.2589229297,0.2416097468,0.2322990621,0.2305634223,0.2142967334,0.1770216273,0.2099534504,0.3411575875,0.2506801038,0.1961909661,0.1916589681,0.3109256149,0.2280158769,0.2302194149,0.04662389962,0.1609356388,0.1247339874,0.1081682479,0.07908395556,0.1094843966,0.07314059465,0.06070345044,0.1388707135,0.08071003768,0.06848991242,0.05068745906,0.1135673706,0.09277139353,0.07928856383,0.3789473684,0.564516129,0.486381323,0.5505617978,0.5686619718,0.3923444976,0.4263157895,0.4411764706,0.4051948052,0.4592145015,0.2696078431,0.5939597315,0.4452214452,0.4690824468,0.4690824468
llama2_13b,pruning,wanda,none,0.4,unstructured,7.273180962,22.70465421,17.10348586,15.59578628,16.95086195,15.02834428,26.59320869,24.54203912,18.47263557,22.90593225,22.23203744,28.83570482,17.25419943,25.1593843,20.17267846,0.1672093391,0.2698856333,0.263152257,0.2750051477,0.2463440433,0.2534589106,0.2010113039,0.2341177033,0.3661885608,0.2252696216,0.1945471892,0.207826464,0.3553498264,0.2490288941,0.2490026596,0.05517434377,0.1622380181,0.1352926864,0.1112252967,0.08736867984,0.1164183014,0.08175698906,0.0678705495,0.1282338036,0.08783442532,0.06467696655,0.05734613739,0.1206315779,0.09781063618,0.08294547872,0.3789473684,0.5625,0.5214007782,0.5438202247,0.6091549296,0.3708133971,0.4192982456,0.4537815126,0.387012987,0.4682779456,0.2745098039,0.6258389262,0.4801864802,0.4793882979,0.4793882979
llama2_13b,pruning,wanda,none,0.5,unstructured,6.060984135,21.23319241,15.98036439,14.39007428,16.05180142,14.12253011,23.82883707,21.87472941,16.99490274,20.68449922,20.3318259,26.97457704,15.74113961,22.31220853,18.52223285,0.1688052955,0.2712577524,0.2501291514,0.2924926897,0.2506495807,0.2504645831,0.2084321516,0.255199228,0.3663684176,0.2548817205,0.1853699462,0.2334401399,0.3448717433,0.2548019838,0.2551529255,0.07301092638,0.161201355,0.1150748812,0.1283461145,0.08447432898,0.1109089611,0.0879925504,0.08568459122,0.1466276005,0.09818420113,0.07396779621,0.05641125897,0.1187596558,0.1018856346,0.08394281915,0.3263157895,0.564516129,0.4883268482,0.5415730337,0.610915493,0.3636363636,0.4368421053,0.4516806723,0.374025974,0.4622356495,0.2818627451,0.6677852349,0.4522144522,0.4758976064,0.4758976064
llama2_13b,pruning,wanda,none,0.6,unstructured,4.848787308,23.89266589,17.45716434,15.20683198,17.59514749,15.93104594,25.48689989,23.63917389,18.88201673,22.54489453,22.19806746,28.87247067,16.85773427,23.44964103,20.13061569,0.1908665808,0.2746159184,0.2509125902,0.3181198345,0.2541473189,0.2624456814,0.2211484081,0.2633356197,0.3946287353,0.2888800486,0.2424641719,0.2158215558,0.363975277,0.2686142447,0.2694481383,0.07927127304,0.1771009808,0.1270294547,0.1415496633,0.08983870485,0.1157204422,0.09179969797,0.1032657265,0.1584229893,0.1147386299,0.09008436357,0.06245873122,0.12053298,0.1116668156,0.09291888298,0.3263157895,0.5705645161,0.4902723735,0.5438202247,0.6179577465,0.3444976077,0.4684210526,0.4411764706,0.3792207792,0.4259818731,0.2549019608,0.6291946309,0.4382284382,0.4699135638,0.4699135638
llama2_13b,pruning,wanda,none,0.5,semistructured:24,6.060984135,27.1139775,19.0815161,16.20923601,19.36284526,17.34305779,28.05786763,25.72019217,20.16631236,24.83484028,24.19083563,32.18819141,18.63621637,24.81106724,21.98260972,0.1698301968,0.2470172567,0.2245960625,0.2768377186,0.2429356374,0.2405832567,0.1890657893,0.1980779922,0.350645905,0.2519299444,0.1851580038,0.1862080265,0.3387402065,0.2354598646,0.233543883,0.06322775251,0.1608436457,0.1233678493,0.1271192459,0.08153407486,0.1117322116,0.06386131484,0.0746595294,0.1398935936,0.1128464595,0.06999799315,0.05003106784,0.1190662827,0.09797320182,0.07962101064,0.3052631579,0.5443548387,0.4591439689,0.5078651685,0.5686619718,0.2966507177,0.4701754386,0.3823529412,0.3272727273,0.413897281,0.2450980392,0.6174496644,0.4242424242,0.4418218085,0.4418218085
llama2_13b,pruning,wanda,none,0.5,semistructured:48,6.060984135,25.78025298,18.13770963,15.31508868,18.42610871,16.01162467,26.45160702,24.66886534,19.11519214,23.78147467,21.90328171,30.95654974,17.72720242,24.25719514,20.84451506,0.1653070462,0.265858457,0.2309385033,0.2799982628,0.224569528,0.2394949181,0.1963365061,0.2552870242,0.3840676654,0.2277951154,0.1968240259,0.1875988749,0.3234425336,0.2415580291,0.2398603723,0.05810369437,0.1685500778,0.1252631857,0.1340047988,0.0757086148,0.1204093908,0.07451269869,0.08290917775,0.1452244613,0.09280620913,0.06903456473,0.05158106477,0.09876456122,0.09855002783,0.08128324468,0.3736842105,0.560483871,0.4474708171,0.5258426966,0.5792253521,0.3421052632,0.4614035088,0.4222689076,0.374025974,0.4441087613,0.2671568627,0.6006711409,0.3892773893,0.4562832447,0.4562832447
llama2_7b,none,none,none,0,unstructured,6.27563858,21.75720354,15.61620969,13.52752981,16.56851229,14.71104237,25.03427277,23.71296488,18.25883787,21.96924604,21.50782384,27.35161189,16.43982827,24.11899744,19.18300568,0.1967622744,0.282474937,0.2287451525,0.2240174015,0.2016577821,0.2752958382,0.1246500475,0.1745084083,0.4047829021,0.3126852808,0.2273544739,0.1237191914,0.2531830881,0.2244555932,0.2268949468,0.09017918838,0.1782860654,0.1172231624,0.0997556557,0.07447473729,0.12421618,0.04394969253,0.05838972112,0.1556499383,0.1156868513,0.1034613741,0.02432872309,0.0814805591,0.0937991509,0.07563164894,0.4473684211,0.5766129032,0.5719844358,0.6,0.5845070423,0.4473684211,0.4070175439,0.4621848739,0.5012987013,0.5951661631,0.3725490196,0.5973154362,0.4172494172,0.509474734,0.509474734
llama2_7b,quantization,awq,4,0,unstructured,6.27563858,20.78607432,15.38568734,13.58452286,16.00485929,14.11691381,23.61141408,22.39852136,17.38599029,20.66079214,20.65166722,25.81048003,15.81164743,22.16441037,18.36584001,0.1374923882,0.2500653978,0.2359547355,0.1873758809,0.2104842176,0.1914169503,0.1326955318,0.1763632698,0.3258827569,0.2056914716,0.1379537898,0.1562087008,0.2130925483,0.1952204471,0.1934840426,0.04642597386,0.1473307008,0.1141408445,0.07768758623,0.06442299429,0.09390407289,0.05060919461,0.04518153119,0.123176445,0.072767956,0.04295421726,0.0323192821,0.0539855347,0.07329223556,0.05664600551,0.3269754768,0.5898520085,0.5182186235,0.5362997658,0.5436363636,0.3719211823,0.3824057451,0.3777292576,0.3897849462,0.4420062696,0.2397959184,0.5847750865,0.3493975904,0.444731405,0.444731405
llama2_7b,quantization,bitsandbytes,8,0,unstructured,6.27563858,20.42783766,15.02604214,13.44857398,15.76917977,13.74199055,23.02481317,21.84277781,16.87028477,20.16690668,20.09559677,25.51006687,15.42342932,21.41769428,17.95169324,0.1374991429,0.2445136116,0.212969497,0.1934504948,0.1900897958,0.1822162188,0.1427415061,0.1859813548,0.3138608623,0.2079308588,0.1533859209,0.1588865791,0.1993620323,0.1920832944,0.1878324468,0.04978424571,0.1291682466,0.1008546882,0.08571192107,0.04400359228,0.1004416266,0.0540644386,0.04430290458,0.1102394678,0.07682637002,0.05344362129,0.02919677706,0.05821356419,0.07046239202,0.0548537234,0.3315789474,0.5745967742,0.4844357977,0.5235955056,0.5492957746,0.3516746411,0.4035087719,0.3970588235,0.3792207792,0.4622356495,0.2475490196,0.5805369128,0.351981352,0.4434840426,0.4434840426
llama2_7b,pruning,gblm,none,0.1,unstructured,5.648074722,21.68521675,15.71584607,13.65629771,16.57126555,14.71543034,25.13152686,23.96752278,18.30065324,21.95941669,21.50839098,27.33405443,16.4007614,24.0872168,19.22576498,0.1842132292,0.3020595591,0.2444588748,0.2454205631,0.1822457448,0.3022590619,0.1127999967,0.1758692785,0.3656054881,0.3133107802,0.2073220821,0.1182148641,0.2565151472,0.2230898727,0.2277260638,0.08710301404,0.177741228,0.1108252129,0.1191210309,0.07748260499,0.1550802894,0.03668331372,0.05770609243,0.1434895517,0.1116064653,0.1013855069,0.03055796598,0.07649805022,0.09524996635,0.07463430851,0.4157894737,0.5866935484,0.5291828794,0.6494382022,0.6197183099,0.4377990431,0.3947368421,0.4558823529,0.4727272727,0.5770392749,0.3455882353,0.5771812081,0.4428904429,0.5044880319,0.5044880319
llama2_7b,pruning,gblm,none,0.2,unstructured,5.020510864,20.92669708,15.67399266,13.7181718,16.29200416,13.99561082,23.80384104,22.3973062,17.6548468,20.71603769,20.43496799,26.13107538,15.43966153,22.14890147,18.42260034,0.1892434622,0.3115847072,0.2176024274,0.2112693358,0.1809851846,0.2428435755,0.1228404505,0.1569579389,0.3463389087,0.3249162144,0.200798203,0.1196909399,0.2530199764,0.2134400019,0.2137632979,0.07881895213,0.1756319536,0.1137665205,0.1044988144,0.06497992135,0.1215612545,0.04156758528,0.05164707031,0.1404431873,0.1277196576,0.07362736413,0.02571432192,0.07242196177,0.08823502317,0.06981382979,0.4289473684,0.5967741935,0.546692607,0.602247191,0.5757042254,0.4210526316,0.3684210526,0.4411764706,0.4623376623,0.5891238671,0.375,0.5570469799,0.4312354312,0.4943484043,0.4943484043
llama2_7b,pruning,gblm,none,0.3,unstructured,4.392947006,24.08614424,17.60177168,15.41131503,18.16286261,15.59187128,26.47029728,25.08270271,19.71533779,23.14734716,22.83229424,29.94713508,17.30422321,25.12251158,20.69253533,0.1911642225,0.2809888547,0.2224627311,0.2055098362,0.1904515196,0.2634826208,0.1186345577,0.1840126444,0.3512983347,0.3252917748,0.2070430026,0.1343300271,0.2321239596,0.2158197089,0.2152593085,0.07571964673,0.1683637996,0.1137963438,0.09389499768,0.0566896041,0.1299148854,0.04052006387,0.05081687376,0.1537205458,0.1320192672,0.07644045944,0.03274068544,0.0590520964,0.08731070204,0.06682180851,0.4315789474,0.5685483871,0.5389105058,0.6651685393,0.610915493,0.461722488,0.3824561404,0.4600840336,0.4623376623,0.5770392749,0.3553921569,0.5838926174,0.4009324009,0.5036569149,0.5036569149
llama2_7b,pruning,gblm,none,0.4,unstructured,3.765383148,25.41616988,18.59134543,16.1469198,19.14444206,16.58284495,28.19719143,26.12152355,20.95175201,24.81215601,24.16540108,32.17915491,18.08509771,26.18833799,21.84995563,0.2149247822,0.2943118157,0.2419153067,0.21105296,0.21562922,0.2587635392,0.1030794746,0.1722066182,0.3435724741,0.3168984137,0.2413560187,0.1062730655,0.261542308,0.2208214345,0.2227393617,0.1024126891,0.177971208,0.1182864182,0.09556559674,0.0744875941,0.1354393424,0.04302669011,0.05756500688,0.1486551325,0.1269293558,0.100039537,0.02694903409,0.07087676891,0.09439742981,0.07546542553,0.4447368421,0.5967741935,0.5486381323,0.6,0.639084507,0.3899521531,0.3929824561,0.468487395,0.5064935065,0.5679758308,0.362745098,0.5620805369,0.4592074592,0.506981383,0.506981383
llama2_7b,pruning,gblm,none,0.5,unstructured,3.13781929,25.16245774,18.49890814,16.13833017,18.98542095,16.66958047,27.74296006,25.23330929,20.85790601,24.38094024,23.64109322,31.61927895,18.03667611,25.57410881,21.60113181,0.2354650159,0.3032701592,0.2326234064,0.2327592314,0.1745289799,0.2569044446,0.1226468044,0.1794548505,0.3386203469,0.2928375823,0.2056105534,0.1230766093,0.2707995435,0.2203468321,0.2197473404,0.1183512146,0.1846978651,0.122916404,0.1019524435,0.06792577176,0.1396428632,0.04644788436,0.07586520557,0.1476143315,0.1284306969,0.08814528024,0.02909188412,0.06775563323,0.09747048554,0.0779587766,0.4605263158,0.5766129032,0.5428015564,0.597752809,0.5774647887,0.4043062201,0.3912280702,0.481092437,0.4649350649,0.5558912387,0.3161764706,0.5486577181,0.4405594406,0.4925199468,0.4925199468
llama2_7b,pruning,gblm,none,0.6,unstructured,2.510255432,28.67218006,20.70356144,17.67231587,21.00082724,18.81128608,30.79752086,26.89542472,23.2076379,26.91721882,26.00734954,35.00291566,19.35627837,27.26412881,23.77636748,0.2090152715,0.2917911622,0.2734719176,0.26023199,0.2322662095,0.2529241993,0.1448928448,0.2190864417,0.3452587351,0.3020428488,0.2053319192,0.1754566471,0.3251706981,0.2436489729,0.2468417553,0.08665038305,0.1692914985,0.116611785,0.1270840125,0.0806306076,0.1016184318,0.04909477682,0.07051287093,0.1420880554,0.1269523546,0.08363927215,0.04277438498,0.08428669766,0.09569679044,0.07779255319,0.3710526316,0.5342741935,0.4805447471,0.5415730337,0.6179577465,0.3421052632,0.3684210526,0.4453781513,0.3792207792,0.5347432024,0.262254902,0.5436241611,0.4009324009,0.454787234,0.454787234
llama2_7b,pruning,gblm,none,0.5,semistructured:24,3.13781929,33.36683605,23.73069471,19.35381513,24.49081324,21.77898214,35.20439499,30.89269183,25.83984571,30.31966754,30.85399205,36.65093845,22.92486257,30.68743906,27.07871538,0.1666529668,0.2400878918,0.2365449356,0.2327917881,0.219443856,0.2281148901,0.1953572181,0.1776919104,0.2704242781,0.2479999245,0.1508851776,0.1807289948,0.2593327691,0.2144697433,0.2087765957,0.08081020789,0.1473449144,0.1371251161,0.1004488017,0.07726971601,0.1083150908,0.07989750198,0.05927821425,0.1054500194,0.07521887031,0.05803283408,0.04550305183,0.07413720736,0.08813161658,0.0717623498,0.3439153439,0.479757085,0.5009746589,0.4627539503,0.4955908289,0.3205741627,0.4293286219,0.3601694915,0.3090909091,0.4285714286,0.181372549,0.5591216216,0.3536299766,0.4127169559,0.4127169559
llama2_7b,pruning,gblm,none,0.5,semistructured:48,3.13781929,26.28386444,18.42430259,16.14099987,19.79694157,17.52770887,28.27246675,25.20813053,20.82495379,24.68919391,25.21853196,31.29334914,18.5479145,25.88387581,22.00771267,0.1541468733,0.2365217795,0.2386043053,0.2271577932,0.2040906574,0.2047889986,0.1591434086,0.2176420138,0.2939469585,0.2548676041,0.16002686,0.1542158631,0.2068298547,0.2059370775,0.2001329787,0.0624677603,0.1567561138,0.1428289915,0.1196082267,0.06077964785,0.09764839054,0.0675512427,0.06573395803,0.1030446695,0.08430801852,0.05073637264,0.0400941535,0.07099448609,0.08567282771,0.06698312236,0.3172043011,0.5456475584,0.5204918033,0.4927184466,0.5535055351,0.3264781491,0.3896103896,0.3791574279,0.3108108108,0.4372990354,0.3333333333,0.5472370766,0.2245430809,0.4249296765,0.4249296765
llama2_7b,quantization,gptq,4,0,unstructured,6.27563858,21.67613594,15.6730438,14.02767655,16.49175618,14.42531251,24.58166293,22.72796671,17.34068632,21.4200167,21.18856931,26.77965556,16.205789,22.52309301,18.82991613,0.1408844734,0.2463924625,0.2262110478,0.1945223776,0.1859546749,0.1879987523,0.135639998,0.1835414432,0.3068919442,0.2324292076,0.1848573837,0.1535481151,0.220606147,0.1968304438,0.1943151596,0.04490828408,0.1444302867,0.1159985932,0.07733505604,0.05480194851,0.0865002428,0.05341568195,0.04130847467,0.1023678846,0.07765583633,0.06108069573,0.03040152296,0.05689261633,0.07192132469,0.05579758713,0.3475935829,0.5685071575,0.485380117,0.5520361991,0.5490196078,0.3662650602,0.4028268551,0.3885350318,0.3759791123,0.4802431611,0.2574257426,0.6111111111,0.4238875878,0.4560991957,0.4560991957
llama2_7b,pruning,magnitude,none,0.1,unstructured,5.648074722,25.17769855,18.47066888,16.22382977,18.61418644,16.27179672,28.10299409,25.74884739,20.01094936,25.70354579,23.44662498,31.26432055,17.63505328,26.60915407,21.57768377,0.191705055,0.2733005651,0.1788223161,0.2099571667,0.2166263889,0.2356403844,0.1819864984,0.2161563645,0.3125739692,0.2386168497,0.206615157,0.1567885772,0.2092321669,0.2142193393,0.2066156915,0.04935703496,0.1385066439,0.09315193519,0.07062998567,0.06641902866,0.09214337946,0.06443926064,0.04998683605,0.08130775589,0.06428670179,0.06330313899,0.02909538037,0.04838305098,0.0698202628,0.05119680851,0.3605263158,0.5887096774,0.4143968872,0.5258426966,0.6320422535,0.4162679426,0.4561403509,0.3949579832,0.3766233766,0.5347432024,0.3553921569,0.6023489933,0.337995338,0.4700797872,0.4700797872
llama2_7b,pruning,magnitude,none,0.2,unstructured,5.020510864,27.22849775,19.46660828,17.34704712,19.92113053,17.29564686,30.01104438,27.55685195,21.36222813,27.34048586,25.45406623,33.28530469,18.93799637,29.04054161,23.09499076,0.08736894507,0.1672988313,0.08263825906,0.1096774294,0.09501193863,0.09033550372,0.05073200945,0.06957500822,0.09428853493,0.1077792248,0.06947342555,0.06704497017,0.1187097043,0.09182701862,0.09009308511,0.03325206871,0.1067423506,0.06091374683,0.05412315995,0.04018598088,0.0518484138,0.02428238927,0.02355731429,0.0406208399,0.04837122299,0.03611056614,0.01528427553,0.03853264165,0.04364194187,0.03191489362,0.1842105263,0.3891129032,0.2821011673,0.3415730337,0.4471830986,0.2320574163,0.1842105263,0.1617647059,0.1662337662,0.3081570997,0.1348039216,0.3640939597,0.2074592075,0.2692819149,0.2692819149
llama2_7b,pruning,magnitude,none,0.3,unstructured,4.392947006,32.85526022,22.74844268,19.73123181,23.19495256,20.19256751,35.60228452,31.6163153,25.2706978,32.14094406,31.11143812,39.21241799,22.38161433,34.85952985,27.15261744,0.04852363436,0.1403087752,0.08809778291,0.07463009438,0.08443675578,0.07800716647,0.0524355102,0.05990958915,0.1004223328,0.0863714391,0.0587781282,0.05857031377,0.09436665715,0.07847760768,0.07563164894,0.02849606949,0.09806330363,0.063203703,0.04688238665,0.03825768748,0.04431725179,0.02501631171,0.02671070812,0.05930385066,0.04383558554,0.03298732339,0.02057130063,0.03717268093,0.04306080576,0.02809175532,0.1342105263,0.3608870968,0.2898832685,0.2988764045,0.2940140845,0.1913875598,0.1614035088,0.1470588235,0.1766233766,0.2567975831,0.0931372549,0.3003355705,0.2074592075,0.2293882979,0.2293882979
llama2_7b,pruning,magnitude,none,0.4,unstructured,3.765383148,50.80868373,32.64441476,26.05424273,33.404266,27.99893452,55.71896082,42.09327621,39.43921186,48.23902242,48.87165305,58.56287018,30.92452826,50.66252805,39.27398133,0.05710569557,0.1028971768,0.07581082949,0.06713318985,0.084717199,0.08966904622,0.04724983081,0.04841346801,0.1005573954,0.0840375906,0.06795896502,0.02745106076,0.07698751441,0.0699473434,0.06898271277,0.0302875339,0.06710199104,0.06025760788,0.03924472764,0.04103681412,0.0515387072,0.02359489713,0.02409332634,0.07351462916,0.04517708259,0.02896961518,0.01069838731,0.03670802723,0.03992654613,0.0234375,0.1315789474,0.252016129,0.2315175097,0.2359550562,0.235915493,0.1650717703,0.198245614,0.1344537815,0.1480519481,0.163141994,0.1029411765,0.2013422819,0.1771561772,0.1875,0.1875
llama2_7b,pruning,magnitude,none,0.5,unstructured,3.13781929,119.2127431,61.04429359,47.56173649,67.12035087,54.59877746,119.4426932,78.15619913,87.20589424,102.8221799,110.8852627,123.5930366,55.89520762,102.0675712,78.98695318,0.05000266276,0.08985541328,0.05620949649,0.04533501743,0.05294126692,0.07164482181,0.02693218683,0.03696309218,0.07656235881,0.08542128272,0.05589837771,0.01995183877,0.0579604758,0.0536756724,0.05053191489,0.03075767308,0.05439104399,0.05044169191,0.03459453624,0.03316050528,0.04142899313,0.02495516296,0.02329597727,0.0547102273,0.04753868511,0.02328389112,0.01121795098,0.04244835627,0.03534709101,0.015625,0.1026315789,0.1875,0.1595330739,0.1730337079,0.2024647887,0.1291866029,0.08596491228,0.08193277311,0.1194805195,0.166163142,0.07843137255,0.1761744966,0.1095571096,0.1384640957,0.1384640957
llama2_7b,pruning,magnitude,none,0.6,unstructured,2.510255432,844.0424945,254.8045176,213.3058997,348.8571008,336.1994578,785.5767238,340.8303236,582.8893092,645.2791331,913.242432,801.1912072,202.575217,380.694354,417.7715899,0.01128504151,0.01604995612,0.01855298146,0.02147526366,0.00523962941,0.0117371185,0.005648898242,0.00679124203,0.01069702669,0.01366559832,0.009707199592,0.008596136266,0.008344922588,0.01113397969,0.009308510638,0.005444572787,0.01287150104,0.01059750823,0.0141663935,0.00666360829,0.006479681322,0.00616694472,0.006330588018,0.006743006859,0.005889484131,0.004474595348,0.004021195266,0.006010073133,0.007408973859,0.000664893617,0.01578947368,0.04838709677,0.05058365759,0.03595505618,0.02288732394,0.02631578947,0.01754385965,0.01050420168,0.02857142857,0.02719033233,0.01715686275,0.03859060403,0.02331002331,0.02842420213,0.02842420213
llama2_7b,pruning,magnitude,none,0.5,semistructured:24,3.13781929,157.2737577,68.02546392,53.5897153,70.52111932,59.59989872,133.6107295,92.02951084,95.15847933,108.8011125,127.9382535,123.9185393,59.40943907,83.95614664,85.78037671,0.04092575751,0.0824674541,0.07367597016,0.07968731891,0.07571198571,0.07005484138,0.03554506971,0.03800285564,0.06667889929,0.05430032984,0.05919278019,0.02839752252,0.07643631955,0.05949715351,0.05668218085,0.01990742175,0.04749212293,0.04723797265,0.04091366787,0.03054840728,0.04085858814,0.02173326762,0.01609999534,0.04044427047,0.02900412092,0.02586524003,0.01613646655,0.03184505168,0.03109924305,0.01778590426,0.07368421053,0.185483871,0.1536964981,0.1730337079,0.161971831,0.1052631579,0.1105263158,0.07773109244,0.1116883117,0.1208459215,0.08333333333,0.1459731544,0.1072261072,0.126662234,0.126662234
llama2_7b,pruning,magnitude,none,0.5,semistructured:48,3.13781929,117.4240991,55.6003606,37.86926975,55.1809288,45.6533139,98.66405354,65.92131444,67.54625332,87.12827701,92.54124164,99.48380556,45.26154136,75.2426471,65.51220579,0.04920502713,0.09575121441,0.067736506,0.06421772067,0.05417309848,0.07125686572,0.03967333258,0.03487309288,0.1079594117,0.0817145725,0.07441518003,0.02799453831,0.04633386652,0.06065297674,0.05950797872,0.02851358892,0.05408767548,0.04593182931,0.03936388374,0.0256334341,0.04383705018,0.02083448805,0.02083728617,0.06222667849,0.05248686484,0.03052612343,0.01369132487,0.01802579597,0.03376738717,0.01811835106,0.08947368421,0.1975806452,0.1692607004,0.1775280899,0.1637323944,0.1291866029,0.1175438596,0.09243697479,0.161038961,0.1812688822,0.112745098,0.1963087248,0.1095571096,0.147606383,0.147606383
llama2_7b,pruning,sparsegpt,none,0.1,unstructured,5.648074722,21.89652173,15.94766605,13.97773051,16.77597903,14.91783489,25.68545178,24.60428038,18.83862985,22.30933965,22.00714939,27.68742565,16.61171757,24.47971199,19.57222048,0.1443159605,0.2696707749,0.2341670341,0.2037411604,0.2114954121,0.2045269914,0.1651996311,0.2104618018,0.3078620576,0.2201284772,0.1497571351,0.1912171241,0.2408513478,0.2109989509,0.2097739362,0.05383570806,0.1680248882,0.1138326019,0.09648574337,0.0554855855,0.1014847991,0.07509206642,0.05844143289,0.1116478672,0.07290718669,0.05237997926,0.04261289821,0.0679895518,0.0819238081,0.06565824468,0.3552631579,0.5846774194,0.4902723735,0.5348314607,0.5545774648,0.3516746411,0.4298245614,0.4159663866,0.3688311688,0.4471299094,0.2549019608,0.6191275168,0.3613053613,0.4551196809,0.4551196809
llama2_7b,pruning,sparsegpt,none,0.2,unstructured,5.020510864,24.23751319,17.40939721,15.34845976,18.33971798,15.55167713,26.68120101,25.43984775,19.86359543,23.26373944,22.84772547,29.67815951,17.40092,24.82320536,20.72444626,0.1503647277,0.2621742545,0.2227315003,0.2057141947,0.2163045793,0.2157758355,0.175405545,0.2026343456,0.3204510045,0.2086019631,0.1654836477,0.1874955453,0.2543565188,0.2133475316,0.2129321809,0.05403319854,0.1688390182,0.1262303122,0.09086817798,0.06154150606,0.1023194237,0.07104950797,0.052897297,0.1204677386,0.07258341442,0.05542457129,0.04312461462,0.06797228147,0.08325776418,0.06898271277,0.35,0.5907258065,0.5116731518,0.5393258427,0.5721830986,0.3708133971,0.4333333333,0.4348739496,0.4051948052,0.4561933535,0.2598039216,0.6124161074,0.4289044289,0.469581117,0.469581117
